Date,Campaign Name,Total Unique Users,Total Visitors Completed,Impressions,Number of Clicks,Number of Conversions,Advertising Channel,Device Type,OS,Browser,Geographic Location,Start Time of Session,End Time of Session,Platform,Total Cost
2023-11-06,fall_campaign,952,566,4575,3861,1441,Search Engine,Desktop,Android,Firefox,Calgary,2023-11-06 12:27:23,2023-11-06 17:27:23,YouTube,292
2023-09-20,fall_campaign,1426,418,1725,1186,922,Search Engine,Desktop,Android,Chrome,Edmonton,2023-09-20 14:46:13,2023-09-20 17:46:13,Facebook,904
2023-03-10,spring_campaign,1763,641,2797,2062,753,Social Media,Desktop,Windows,Chrome,Quebec City,2023-03-10 16:46:19,2023-03-10 21:46:19,Facebook,202
2023-06-05,summer_campaign,1587,919,1438,1110,198,Email Marketing,Mobile,Android,Firefox,London,2023-06-05 13:10:02,2023-06-05 15:10:02,Google,559
2023-04-18,spring_campaign,1266,813,2777,323,137,Social Media,Desktop,Android,Chrome,Montreal,2023-04-18 16:58:42,2023-04-18 18:58:42,YouTube,301
2023-09-22,fall_campaign,779,719,3470,231,94,Email Marketing,Desktop,Windows,Chrome,Toronto,2023-09-22 01:30:29,2023-09-22 04:30:29,YouTube,311
2023-03-31,spring_campaign,1340,500,4485,4198,2317,Email Marketing,Mobile,Windows,Chrome,Montreal,2023-03-31 21:57:58,2023-04-01 02:57:58,YouTube,643
2023-06-09,summer_campaign,1472,602,2676,1949,1011,Email Marketing,Desktop,iOS,Firefox,Calgary,2023-06-09 03:39:48,2023-06-09 07:39:48,YouTube,206
2023-12-07,winter_campaign,1147,921,3720,360,97,Search Engine,Mobile,iOS,Firefox,Quebec City,2023-12-07 15:45:08,2023-12-07 19:45:08,Facebook,959
2023-11-14,fall_campaign,892,835,4969,2583,213,Social Media,Mobile,Android,Safari,Hamilton,2023-11-14 20:33:41,2023-11-14 21:33:41,Google,415
2023-06-30,summer_campaign,1014,538,3468,2046,1614,Social Media,Tablet,Android,Firefox,Toronto,2023-06-30 19:59:09,2023-06-30 20:59:09,Facebook,373
2023-08-31,summer_campaign,1516,1025,1008,389,116,Email Marketing,Desktop,Android,Safari,Calgary,2023-08-31 07:03:42,2023-08-31 11:03:42,YouTube,310
2023-05-24,spring_campaign,1541,1191,3735,2567,1051,Social Media,Desktop,iOS,Chrome,Vancouver,2023-05-24 21:43:12,2023-05-25 00:43:12,Facebook,745
2023-01-24,winter_campaign,738,603,4624,833,364,Email Marketing,Mobile,Android,Firefox,Ottawa,2023-01-24 12:50:47,2023-01-24 17:50:47,Google,395
2023-12-15,winter_campaign,1897,964,3033,1259,184,Social Media,Mobile,Android,Chrome,Montreal,2023-12-15 03:49:38,2023-12-15 06:49:38,Facebook,409
2023-11-26,fall_campaign,999,482,3293,659,229,Social Media,Tablet,Windows,Chrome,Quebec City,2023-11-26 20:38:57,2023-11-26 23:38:57,Google,722
2023-09-11,fall_campaign,905,702,3667,3209,2939,Social Media,Desktop,Android,Chrome,Montreal,2023-09-11 00:36:39,2023-09-11 05:36:39,Google,403
2023-09-23,fall_campaign,685,666,1067,885,186,Social Media,Tablet,iOS,Firefox,Edmonton,2023-09-23 07:56:04,2023-09-23 12:56:04,Facebook,138
2023-01-02,winter_campaign,705,670,1972,1904,148,Email Marketing,Mobile,Windows,Firefox,Ottawa,2023-01-02 21:25:42,2023-01-03 02:25:42,Google,151
2023-07-04,summer_campaign,1739,970,1726,1213,221,Social Media,Tablet,Android,Firefox,London,2023-07-04 00:59:26,2023-07-04 03:59:26,Facebook,898
2023-02-08,winter_campaign,1257,826,1210,613,157,Social Media,Tablet,iOS,Firefox,Calgary,2023-02-08 02:36:32,2023-02-08 04:36:32,YouTube,918
2023-12-18,winter_campaign,889,881,3811,1627,235,Email Marketing,Mobile,iOS,Firefox,Edmonton,2023-12-18 20:03:26,2023-12-19 01:03:26,Facebook,954
2023-04-16,spring_campaign,846,479,3012,2670,1893,Email Marketing,Desktop,Windows,Chrome,Edmonton,2023-04-16 00:12:21,2023-04-16 04:12:21,Facebook,754
2023-05-27,spring_campaign,565,471,3436,1399,983,Social Media,Desktop,Android,Chrome,Calgary,2023-05-27 20:34:03,2023-05-27 22:34:03,YouTube,984
2023-12-15,winter_campaign,1594,1362,1870,668,512,Email Marketing,Desktop,Android,Firefox,Winnipeg,2023-12-15 11:34:42,2023-12-15 15:34:42,YouTube,974
2023-04-30,spring_campaign,1537,706,3208,1271,672,Social Media,Tablet,Windows,Chrome,Winnipeg,2023-04-30 09:42:50,2023-04-30 11:42:50,YouTube,339
2023-05-09,spring_campaign,1398,1313,1848,132,27,Social Media,Mobile,Android,Chrome,Edmonton,2023-05-09 17:56:07,2023-05-09 18:56:07,Google,402
2023-12-22,winter_campaign,1595,822,3935,2056,1091,Search Engine,Tablet,Android,Chrome,Calgary,2023-12-22 13:37:53,2023-12-22 14:37:53,YouTube,936
2023-03-17,spring_campaign,1149,704,3161,2035,1762,Social Media,Desktop,iOS,Chrome,Vancouver,2023-03-17 00:12:31,2023-03-17 02:12:31,Facebook,690
2023-02-11,winter_campaign,1417,1409,2612,2567,218,Social Media,Tablet,iOS,Firefox,Ottawa,2023-02-11 04:04:34,2023-02-11 09:04:34,Google,729
2023-10-21,fall_campaign,1990,886,2383,1319,30,Search Engine,Desktop,Windows,Safari,Montreal,2023-10-21 10:25:30,2023-10-21 13:25:30,Google,226
2023-11-25,fall_campaign,576,429,1102,1003,137,Social Media,Desktop,Android,Safari,Toronto,2023-11-25 23:10:06,2023-11-26 02:10:06,YouTube,172
2023-12-02,winter_campaign,1439,659,4617,450,80,Search Engine,Mobile,Windows,Firefox,Toronto,2023-12-02 11:04:07,2023-12-02 14:04:07,Google,185
2023-06-12,summer_campaign,1256,559,3262,3202,2705,Social Media,Mobile,Android,Chrome,Quebec City,2023-06-12 03:10:01,2023-06-12 08:10:01,Facebook,797
2023-02-28,winter_campaign,949,517,2148,1385,846,Search Engine,Desktop,Windows,Safari,Quebec City,2023-02-28 04:48:56,2023-02-28 05:48:56,YouTube,897
2023-02-15,winter_campaign,1501,1356,1656,517,265,Social Media,Desktop,Windows,Firefox,London,2023-02-15 01:32:38,2023-02-15 05:32:38,Facebook,234
2023-04-05,spring_campaign,855,691,2551,2124,497,Social Media,Desktop,Android,Firefox,Calgary,2023-04-05 23:06:18,2023-04-06 02:06:18,Google,515
2023-09-03,fall_campaign,1952,1215,1950,1421,934,Search Engine,Desktop,Android,Safari,Montreal,2023-09-03 17:25:10,2023-09-03 20:25:10,YouTube,379
2023-01-09,winter_campaign,1370,542,2770,941,323,Search Engine,Desktop,Windows,Firefox,Toronto,2023-01-09 22:01:11,2023-01-09 23:01:11,YouTube,854
2023-12-07,winter_campaign,1866,865,2578,818,542,Email Marketing,Tablet,Android,Chrome,Toronto,2023-12-07 07:42:28,2023-12-07 10:42:28,Google,251
2023-06-24,summer_campaign,838,781,3510,2240,1535,Social Media,Tablet,Android,Safari,Calgary,2023-06-24 16:05:10,2023-06-24 20:05:10,Google,406
2023-11-30,fall_campaign,1471,619,4854,4245,3377,Search Engine,Tablet,Windows,Safari,Vancouver,2023-11-30 01:45:17,2023-11-30 04:45:17,Facebook,878
2023-02-21,winter_campaign,932,895,2801,2663,1867,Search Engine,Desktop,Windows,Chrome,Toronto,2023-02-21 08:40:22,2023-02-21 10:40:22,YouTube,747
2023-09-06,fall_campaign,1342,830,2246,1457,1158,Social Media,Mobile,iOS,Firefox,Edmonton,2023-09-06 12:53:01,2023-09-06 14:53:01,Google,196
2023-08-31,summer_campaign,1909,1142,4973,1002,332,Social Media,Desktop,Windows,Firefox,Quebec City,2023-08-31 21:10:13,2023-09-01 01:10:13,Google,702
2023-10-12,fall_campaign,1661,1425,3862,3141,1332,Social Media,Desktop,iOS,Safari,Winnipeg,2023-10-12 18:59:02,2023-10-12 21:59:02,Facebook,148
2023-09-14,fall_campaign,888,743,3041,2325,1638,Search Engine,Desktop,Android,Safari,London,2023-09-14 07:39:50,2023-09-14 11:39:50,Facebook,102
2023-12-04,winter_campaign,1872,1734,3101,2524,1867,Social Media,Desktop,Android,Chrome,Quebec City,2023-12-04 23:44:18,2023-12-05 00:44:18,Facebook,516
2023-03-06,spring_campaign,1191,809,3286,755,265,Email Marketing,Mobile,Windows,Safari,London,2023-03-06 10:25:01,2023-03-06 15:25:01,Google,750
2023-06-20,summer_campaign,685,540,1665,1543,390,Email Marketing,Desktop,Android,Safari,Quebec City,2023-06-20 06:36:09,2023-06-20 08:36:09,Facebook,540
2023-08-11,summer_campaign,1112,616,3911,2722,2002,Social Media,Desktop,Windows,Safari,Quebec City,2023-08-11 00:40:15,2023-08-11 05:40:15,Facebook,921
2023-12-16,winter_campaign,621,609,4257,2712,485,Social Media,Tablet,Windows,Chrome,Montreal,2023-12-16 18:50:51,2023-12-16 23:50:51,Facebook,441
2023-09-17,fall_campaign,1169,608,2631,782,352,Social Media,Mobile,Windows,Safari,Vancouver,2023-09-17 18:08:28,2023-09-17 22:08:28,Facebook,722
2023-04-13,spring_campaign,1394,717,4210,823,261,Social Media,Mobile,Windows,Safari,Hamilton,2023-04-13 02:54:49,2023-04-13 04:54:49,Google,573
2023-12-06,winter_campaign,1969,1277,1343,1177,561,Email Marketing,Tablet,Windows,Safari,Calgary,2023-12-06 16:40:33,2023-12-06 19:40:33,YouTube,325
2023-03-22,spring_campaign,1780,1557,1789,1744,1468,Search Engine,Tablet,Android,Chrome,Quebec City,2023-03-22 20:38:04,2023-03-23 00:38:04,YouTube,230
2023-12-02,winter_campaign,949,563,2030,1318,136,Social Media,Desktop,Android,Chrome,Edmonton,2023-12-02 18:51:48,2023-12-02 23:51:48,YouTube,565
2023-08-11,summer_campaign,1365,711,3406,2904,1962,Email Marketing,Tablet,Windows,Safari,Ottawa,2023-08-11 14:09:39,2023-08-11 18:09:39,YouTube,570
2023-09-07,fall_campaign,1025,560,4215,1768,1491,Search Engine,Tablet,Android,Chrome,London,2023-09-07 16:29:45,2023-09-07 20:29:45,Google,997
2023-02-04,winter_campaign,964,959,4300,1881,1864,Search Engine,Desktop,iOS,Safari,Toronto,2023-02-04 19:02:40,2023-02-04 23:02:40,Facebook,794
2023-07-24,summer_campaign,510,411,4103,1881,1154,Social Media,Desktop,Windows,Chrome,Edmonton,2023-07-24 10:29:11,2023-07-24 12:29:11,Facebook,994
2023-03-23,spring_campaign,1096,995,1489,1359,137,Search Engine,Mobile,iOS,Safari,Montreal,2023-03-23 18:22:58,2023-03-23 21:22:58,YouTube,214
2023-10-14,fall_campaign,545,542,1300,1199,487,Email Marketing,Mobile,iOS,Chrome,Edmonton,2023-10-14 23:53:10,2023-10-15 01:53:10,Google,300
2023-09-02,fall_campaign,1151,436,1285,581,84,Social Media,Mobile,Android,Firefox,Winnipeg,2023-09-02 02:39:10,2023-09-02 04:39:10,Google,116
2023-03-03,spring_campaign,1002,709,3354,3319,1373,Search Engine,Desktop,Android,Safari,Montreal,2023-03-03 07:34:09,2023-03-03 11:34:09,Google,479
2023-01-10,winter_campaign,616,616,4075,1411,534,Email Marketing,Mobile,Android,Safari,Calgary,2023-01-10 06:33:45,2023-01-10 09:33:45,Google,366
2023-01-27,winter_campaign,1708,1344,4342,3948,1249,Search Engine,Desktop,iOS,Chrome,London,2023-01-27 11:18:23,2023-01-27 13:18:23,Google,931
2023-12-16,winter_campaign,933,706,2203,593,303,Social Media,Tablet,Android,Safari,Toronto,2023-12-16 16:09:36,2023-12-16 19:09:36,Google,545
2023-11-21,fall_campaign,1584,1411,2543,2428,1035,Social Media,Mobile,Windows,Safari,Hamilton,2023-11-21 19:39:53,2023-11-21 20:39:53,YouTube,199
2023-07-20,summer_campaign,1714,1607,4981,4111,1823,Email Marketing,Desktop,iOS,Firefox,Toronto,2023-07-20 15:33:47,2023-07-20 18:33:47,Google,270
2023-10-13,fall_campaign,951,825,3061,2482,1783,Search Engine,Desktop,iOS,Chrome,Ottawa,2023-10-13 20:29:31,2023-10-13 22:29:31,Google,451
2023-12-25,winter_campaign,942,438,2355,1727,765,Search Engine,Desktop,iOS,Chrome,Quebec City,2023-12-25 22:18:07,2023-12-26 00:18:07,YouTube,350
2023-05-25,spring_campaign,868,760,4483,2312,1100,Social Media,Desktop,Android,Safari,Ottawa,2023-05-25 18:14:20,2023-05-25 23:14:20,Facebook,134
2023-06-23,summer_campaign,965,601,4854,2345,2060,Email Marketing,Mobile,Windows,Chrome,Toronto,2023-06-23 21:26:02,2023-06-23 23:26:02,Google,508
2023-05-25,spring_campaign,965,406,3713,689,546,Social Media,Desktop,Android,Safari,Quebec City,2023-05-25 01:53:45,2023-05-25 06:53:45,Facebook,152
2023-12-07,winter_campaign,620,463,2551,1695,1245,Email Marketing,Tablet,Windows,Safari,Edmonton,2023-12-07 18:31:07,2023-12-07 23:31:07,Google,229
2023-09-18,fall_campaign,1350,749,4332,2546,1629,Social Media,Desktop,Android,Chrome,Vancouver,2023-09-18 01:50:57,2023-09-18 06:50:57,YouTube,826
2023-08-09,summer_campaign,1620,972,4840,1005,53,Social Media,Desktop,iOS,Safari,Ottawa,2023-08-09 16:16:16,2023-08-09 18:16:16,YouTube,592
2023-08-18,summer_campaign,1981,1092,2728,2378,1108,Email Marketing,Tablet,iOS,Firefox,Calgary,2023-08-18 09:18:02,2023-08-18 11:18:02,YouTube,966
2023-06-29,summer_campaign,994,509,2881,747,285,Social Media,Mobile,Android,Chrome,Montreal,2023-06-29 10:34:45,2023-06-29 13:34:45,YouTube,300
2023-07-31,summer_campaign,600,566,1150,691,336,Social Media,Mobile,Windows,Chrome,Hamilton,2023-07-31 04:25:51,2023-07-31 09:25:51,Google,298
2023-08-27,summer_campaign,1841,1282,3956,3335,3282,Email Marketing,Mobile,iOS,Firefox,Hamilton,2023-08-27 17:52:19,2023-08-27 19:52:19,Facebook,168
2023-02-14,winter_campaign,1527,798,1074,1023,706,Social Media,Tablet,Windows,Chrome,Hamilton,2023-02-14 20:06:50,2023-02-14 22:06:50,YouTube,873
2023-07-09,summer_campaign,1758,1611,4390,4035,3961,Search Engine,Desktop,Android,Firefox,Hamilton,2023-07-09 02:55:53,2023-07-09 06:55:53,YouTube,327
2023-04-29,spring_campaign,1017,814,3092,123,35,Search Engine,Tablet,Android,Safari,Toronto,2023-04-29 09:56:13,2023-04-29 10:56:13,Facebook,600
2023-09-15,fall_campaign,1330,418,1105,551,328,Social Media,Tablet,Windows,Firefox,London,2023-09-15 08:42:37,2023-09-15 12:42:37,Facebook,897
2023-05-22,spring_campaign,1459,890,4240,4126,717,Social Media,Desktop,iOS,Safari,Montreal,2023-05-22 00:18:41,2023-05-22 02:18:41,Google,690
2023-11-26,fall_campaign,1488,1016,2036,276,111,Social Media,Mobile,Android,Safari,Vancouver,2023-11-26 18:10:33,2023-11-26 21:10:33,Facebook,338
2023-05-24,spring_campaign,1354,1174,4049,2535,640,Search Engine,Tablet,Android,Safari,Winnipeg,2023-05-24 19:09:36,2023-05-24 21:09:36,YouTube,378
2023-08-11,summer_campaign,1981,600,1364,1066,694,Social Media,Mobile,Android,Firefox,Toronto,2023-08-11 02:37:58,2023-08-11 06:37:58,Facebook,708
2023-08-28,summer_campaign,1010,642,3384,1563,163,Search Engine,Mobile,Windows,Safari,Quebec City,2023-08-28 07:29:25,2023-08-28 11:29:25,Google,713
2023-02-06,winter_campaign,925,620,4248,2756,383,Search Engine,Desktop,Windows,Firefox,Calgary,2023-02-06 01:43:49,2023-02-06 05:43:49,Google,677
2023-11-17,fall_campaign,601,548,3155,1799,847,Search Engine,Tablet,iOS,Chrome,Edmonton,2023-11-17 01:34:03,2023-11-17 04:34:03,YouTube,880
2023-09-07,fall_campaign,1735,1297,2983,2452,91,Search Engine,Mobile,iOS,Chrome,London,2023-09-07 09:36:20,2023-09-07 10:36:20,Facebook,189
2023-07-24,summer_campaign,1792,1316,3783,3145,2706,Search Engine,Tablet,Windows,Firefox,Montreal,2023-07-24 14:30:43,2023-07-24 19:30:43,Facebook,634
2023-09-13,fall_campaign,1560,1378,3419,786,282,Email Marketing,Desktop,Android,Safari,Montreal,2023-09-13 10:49:47,2023-09-13 12:49:47,YouTube,180
2023-04-05,spring_campaign,1353,534,4177,1728,696,Email Marketing,Mobile,Android,Safari,Vancouver,2023-04-05 16:00:14,2023-04-05 19:00:14,Google,663
2023-11-25,fall_campaign,1936,790,3895,1842,967,Email Marketing,Mobile,iOS,Safari,Vancouver,2023-11-25 08:02:34,2023-11-25 10:02:34,Facebook,277
2023-02-15,winter_campaign,914,666,1346,1320,929,Search Engine,Mobile,iOS,Chrome,Montreal,2023-02-15 08:57:26,2023-02-15 09:57:26,Facebook,386
2023-07-04,summer_campaign,913,449,4993,4058,780,Email Marketing,Mobile,Windows,Firefox,Ottawa,2023-07-04 16:06:49,2023-07-04 19:06:49,Facebook,483
2023-03-10,spring_campaign,1374,1056,2519,2499,477,Search Engine,Desktop,Windows,Safari,Calgary,2023-03-10 06:41:17,2023-03-10 07:41:17,YouTube,878
2023-12-02,winter_campaign,1464,430,4809,309,143,Email Marketing,Tablet,iOS,Firefox,Ottawa,2023-12-02 07:47:24,2023-12-02 10:47:24,YouTube,915
2023-12-31,winter_campaign,944,924,3801,2295,1271,Email Marketing,Tablet,iOS,Firefox,Hamilton,2023-12-31 21:26:20,2024-01-01 00:26:20,YouTube,416
2023-02-15,winter_campaign,1098,728,4072,980,137,Search Engine,Mobile,Android,Firefox,Quebec City,2023-02-15 15:04:04,2023-02-15 16:04:04,Facebook,995
2023-11-23,fall_campaign,1347,963,3900,3422,1880,Email Marketing,Tablet,iOS,Firefox,Quebec City,2023-11-23 19:44:18,2023-11-23 23:44:18,Facebook,826
2023-04-19,spring_campaign,1943,1228,3764,581,168,Social Media,Desktop,iOS,Firefox,London,2023-04-19 13:29:58,2023-04-19 16:29:58,Google,908
2023-06-07,summer_campaign,1104,966,3141,1670,1389,Email Marketing,Tablet,Android,Safari,Edmonton,2023-06-07 15:05:30,2023-06-07 20:05:30,YouTube,743
2023-03-07,spring_campaign,576,413,2929,655,638,Social Media,Mobile,Android,Safari,Winnipeg,2023-03-07 11:07:44,2023-03-07 15:07:44,Google,260
2023-11-17,fall_campaign,1479,885,3488,790,587,Search Engine,Tablet,Android,Firefox,Vancouver,2023-11-17 04:53:42,2023-11-17 07:53:42,YouTube,759
2023-04-27,spring_campaign,1656,640,1250,1072,536,Search Engine,Mobile,Android,Safari,London,2023-04-27 06:40:24,2023-04-27 11:40:24,YouTube,701
2023-03-07,spring_campaign,1287,1193,2160,1255,245,Search Engine,Desktop,Android,Safari,Edmonton,2023-03-07 05:37:14,2023-03-07 07:37:14,YouTube,925
2023-01-18,winter_campaign,1060,753,3963,1846,1593,Email Marketing,Mobile,Android,Chrome,Calgary,2023-01-18 23:45:16,2023-01-19 01:45:16,Facebook,742
2023-03-25,spring_campaign,1906,1063,3201,641,453,Social Media,Desktop,Android,Safari,Calgary,2023-03-25 06:04:30,2023-03-25 09:04:30,YouTube,490
2023-01-24,winter_campaign,1235,470,1144,847,328,Social Media,Desktop,iOS,Safari,Calgary,2023-01-24 17:54:37,2023-01-24 18:54:37,Google,682
2023-06-04,summer_campaign,1811,1767,4384,3576,1283,Social Media,Desktop,Android,Chrome,Toronto,2023-06-04 06:08:17,2023-06-04 07:08:17,Facebook,624
2023-10-05,fall_campaign,872,741,1445,331,312,Email Marketing,Mobile,iOS,Safari,Quebec City,2023-10-05 13:20:58,2023-10-05 14:20:58,Facebook,816
2023-09-10,fall_campaign,877,869,2517,1265,700,Email Marketing,Mobile,iOS,Safari,Toronto,2023-09-10 00:40:03,2023-09-10 04:40:03,YouTube,133
2023-05-10,spring_campaign,1358,875,4100,2116,652,Search Engine,Desktop,iOS,Chrome,Ottawa,2023-05-10 18:53:37,2023-05-10 22:53:37,Facebook,387
2023-01-14,winter_campaign,1185,427,2915,2257,1891,Email Marketing,Desktop,Android,Safari,Edmonton,2023-01-14 00:29:08,2023-01-14 05:29:08,YouTube,114
2023-04-09,spring_campaign,689,483,4803,4016,1421,Search Engine,Mobile,Android,Safari,Vancouver,2023-04-09 11:57:10,2023-04-09 16:57:10,Google,882
2023-12-27,winter_campaign,952,875,2042,1923,1093,Search Engine,Mobile,Windows,Firefox,Winnipeg,2023-12-27 02:09:58,2023-12-27 03:09:58,Google,167
2023-03-27,spring_campaign,1993,1533,1775,966,779,Search Engine,Tablet,Windows,Firefox,Quebec City,2023-03-27 23:18:08,2023-03-28 00:18:08,YouTube,864
2023-09-16,fall_campaign,1704,983,1616,582,156,Social Media,Desktop,Windows,Safari,Quebec City,2023-09-16 00:20:16,2023-09-16 05:20:16,Facebook,833
2023-07-28,summer_campaign,920,481,3212,3180,232,Search Engine,Mobile,Android,Chrome,Montreal,2023-07-28 00:32:27,2023-07-28 05:32:27,Facebook,680
2023-09-11,fall_campaign,1034,1007,1368,1307,913,Email Marketing,Mobile,Android,Firefox,Edmonton,2023-09-11 00:14:48,2023-09-11 04:14:48,Facebook,663
2023-03-10,spring_campaign,636,408,1462,447,175,Search Engine,Mobile,Windows,Chrome,Quebec City,2023-03-10 08:53:16,2023-03-10 12:53:16,Facebook,194
2023-03-24,spring_campaign,1565,1473,2196,825,94,Social Media,Desktop,Windows,Chrome,Quebec City,2023-03-24 08:12:24,2023-03-24 13:12:24,YouTube,825
2023-12-13,winter_campaign,647,499,1657,1129,761,Search Engine,Mobile,Android,Safari,London,2023-12-13 18:39:28,2023-12-13 19:39:28,Google,413
2023-02-05,winter_campaign,770,613,4461,2219,539,Email Marketing,Tablet,Android,Firefox,Winnipeg,2023-02-05 10:28:31,2023-02-05 12:28:31,YouTube,168
2023-12-28,winter_campaign,1834,878,1395,355,98,Social Media,Mobile,Windows,Firefox,London,2023-12-28 10:53:16,2023-12-28 11:53:16,YouTube,860
2023-02-21,winter_campaign,505,402,4456,2830,654,Search Engine,Tablet,Windows,Firefox,Montreal,2023-02-21 23:51:38,2023-02-22 01:51:38,YouTube,529
2023-12-30,winter_campaign,664,575,4793,4129,1446,Search Engine,Desktop,Android,Chrome,Edmonton,2023-12-30 09:21:22,2023-12-30 12:21:22,YouTube,299
2023-01-05,winter_campaign,1295,1240,3570,2809,533,Social Media,Tablet,Android,Chrome,Quebec City,2023-01-05 06:51:44,2023-01-05 08:51:44,YouTube,461
2023-04-15,spring_campaign,1753,662,1510,142,18,Social Media,Desktop,Windows,Safari,Winnipeg,2023-04-15 01:37:28,2023-04-15 06:37:28,Facebook,301
2023-06-18,summer_campaign,1700,855,2954,1035,632,Email Marketing,Tablet,Windows,Chrome,Hamilton,2023-06-18 03:11:08,2023-06-18 08:11:08,YouTube,855
2023-01-13,winter_campaign,1538,954,1893,1072,260,Search Engine,Desktop,Android,Firefox,Ottawa,2023-01-13 14:12:59,2023-01-13 17:12:59,Google,340
2023-07-23,summer_campaign,1671,1646,3078,752,672,Email Marketing,Desktop,Windows,Chrome,Vancouver,2023-07-23 06:42:30,2023-07-23 09:42:30,Facebook,116
2023-04-19,spring_campaign,886,432,3172,1836,1832,Email Marketing,Desktop,Android,Chrome,Hamilton,2023-04-19 23:44:53,2023-04-20 03:44:53,Facebook,839
2023-06-14,summer_campaign,693,669,4218,195,22,Search Engine,Mobile,Windows,Safari,Edmonton,2023-06-14 01:03:21,2023-06-14 02:03:21,Google,904
2023-11-02,fall_campaign,1471,541,3532,3399,2342,Search Engine,Desktop,Android,Firefox,Edmonton,2023-11-02 06:50:12,2023-11-02 10:50:12,Facebook,852
2023-12-25,winter_campaign,1885,1851,1294,448,443,Social Media,Mobile,iOS,Safari,Calgary,2023-12-25 09:40:27,2023-12-25 10:40:27,Facebook,227
2023-05-07,spring_campaign,1840,979,4911,2201,2033,Social Media,Tablet,Android,Chrome,Toronto,2023-05-07 21:46:33,2023-05-08 02:46:33,Google,241
